Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12 00:00:00-05:00,0.09931866824626923,0.0997504645788449,0.09931866824626923,0.09931866824626923,469033600,0.0,0.0
1980-12-15 00:00:00-05:00,0.094568950860877,0.094568950860877,0.09413715451955795,0.09413715451955795,175884800,0.0,0.0
1980-12-16 00:00:00-05:00,0.08765948530609263,0.08765948530609263,0.08722769469022751,0.08722769469022751,105728000,0.0,0.0
1980-12-17 00:00:00-05:00,0.08938667178153992,0.08981846822313062,0.08938667178153992,0.08938667178153992,86441600,0.0,0.0
1980-12-18 00:00:00-05:00,0.09197819977998734,0.09240999040127246,0.09197819977998734,0.09197819977998734,73449600,0.0,0.0
1980-12-19 00:00:00-05:00,0.09759148955345154,0.09802328586437631,0.09759148955345154,0.09759148955345154,48630400,0.0,0.0
1980-12-22 00:00:00-05:00,0.10234123468399048,0.10277380359996413,0.10234123468399048,0.10234123468399048,37363200,0.0,0.0
1980-12-23 00:00:00-05:00,0.10665994882583618,0.1070917452251336,0.10665994882583618,0.10665994882583618,46950400,0.0,0.0
1980-12-24 00:00:00-05:00,0.11227322369813919,0.11270501992926912,0.11227322369813919,0.11227322369813919,48003200,0.0,0.0
1980-12-26 00:00:00-05:00,0.12263700366020203,0.12306879977525503,0.12263700366020203,0.12263700366020203,55574400,0.0,0.0
1980-12-29 00:00:00-05:00,0.12436422705650328,0.12479602334677903,0.12436422705650328,0.1243642270565033,93161600,0.0,0.0
1980-12-30 00:00:00-05:00,0.12177349018571053,0.12177349018571053,0.12134170532226562,0.12134170532226562,68880000,0.0,0.0
1980-12-31 00:00:00-05:00,0.11831912186329333,0.11831912186329333,0.11788732558488846,0.11788732558488846,35750400,0.0,0.0
1981-01-02 00:00:00-05:00,0.11918270587921143,0.1200462984576864,0.11918270587921143,0.11918270587921143,21660800,0.0,0.0
1981-01-05 00:00:00-05:00,0.11702373750520594,0.11702373750520594,0.11659195274114609,0.11659195274114609,35728000,0.0,0.0
